EM91,GA,,,
EM90,FL,GA,,
EL99,FL,,,
EL98,FL,,,
EL97,FL,,,
EL96,FL,,,
EL95,FL,,,
EL94,FL,,,
FN09,QC,ON,,
FN08,QC,ON,,
FN07,QC,ON,,
FN06,QC,ON,,
FN05,ON,,,
FN04,ON,,,
FN03,ON,NY,,
FN02,NY,ON,,
FN01,PA,,,
FN00,PA,,,
FM09,WV,PA,MD,
FM08,VA,WV,,
FM07,VA,,,
FM06,VA,NC,,
FM05,NC,,,
FM04,NC,SC,,
FM03,SC,NC,,
FM02,SC,,,
FN19,QC,,,
FN18,QC,,,
FN17,QC,,,
FN16,QC,ON,,
FN15,ON,,,
FN14,ON,NY,,
FN13,NY,,,
FN12,NY,,,
FN11,PA,,,
FN10,PA,,,
FM19,MD,VA,PA,WV
FM18,VA,MD,,
FM17,VA,,,
FM16,VA,NC,,
FM15,NC,,,
FM14,NC,,,
FM13,NC,,,
FN29,QC,,,
FN28,QC,,,
FN27,QC,,,
FN26,QC,,,
FN25,ON,QC,,
FN24,NY,ON,,
FN23,NY,,,
FN22,NY,,,
FN21,PA,NY,NJ,
FN20,NJ,PA,,
FM29,NJ,DE,MD,
FM28,DE,MD,,
FM27,MD,,,
FM26,NC,VA,,
FM25,NC,,,
FN39,QC,,,
FN38,QC,,,
FN37,QC,,,
FN36,QC,,,
FN35,QC,,,
FN34,VT,NY,,
FN33,VT,NY,NH,
FN32,NY,MA,VT,
FN31,CT,NY,,
FN30,NY,,,
FN49,QC,,,
FN48,QC,,,
FN47,QC,,,
FN46,QC,ME,,
FN45,QC,ME,NH,
FN44,ME,NH,VT,
FN43,NH,ME,,
FN42,MA,NH,,
FN41,RI,MA,CT,
FN40,NY,,,
FN59,QC,,,
FN58,QC,,,
FN57,QC,ME,MR,
FN56,ME,QC,,
FN55,ME,,,
FN54,ME,,,
FN53,ME,,,
FN52,MA,,,
FN51,MA,,,
FN68,MR,,,
FN67,MR,ME,,
FN66,MR,ME,,
FN65,MR,ME,,
FN64,MR,ME,,
